transaction_id,product,region,quantity,price,timestamp,customer_id,customer_name,customer_age,customer_gender,customer_location,product_id,product_name,product_category,product_brand,product_rating,discount_applied,total_amount,payment_method,order_date,order_time,delivery_time
5177,Customer_5177,33,Female,East India,65,Headphones,Wearables,Boat,4.5,979070,5,19042.94,0.18,78076.05,Net Banking,2025-05-31,09:22:43,2025-06-01 09:22:43
2351,Customer_2351,30,Female,South India,51,Smartwatch,Home Appliances,Apple,3.9,846250,2,17548.13,0.21,27726.05,Net Banking,2025-05-31,09:22:44,2025-06-04 09:22:44
7648,Customer_7648,22,Female,North India,5,Smartwatch,Wearables,Sony,4.8,807413,3,17821.61,0.2,42771.86,Cash,2025-05-31,09:22:45,2025-06-06 09:22:45
8153,Customer_8153,58,Male,North India,48,Smartphone,Home Appliances,Apple,4.8,343105,1,110620.78,0.01,109514.57,Cash,2025-05-31,09:22:46,2025-06-04 09:22:46
8868,Customer_8868,43,Female,South India,42,Refrigerator,Wearables,OnePlus,4.7,390044,5,89357.82,0.26,330623.93,Credit/Debit Card,2025-05-31,09:22:47,2025-06-03 09:22:47
4116,Customer_4116,29,Female,South India,58,Smartphone,Wearables,LG,3.8,246010,2,55055.66,0.08,101302.41,UPI,2025-05-31,09:22:48,2025-06-05 09:22:48
5828,Customer_5828,25,Female,West India,55,Washing Machine,Home Appliances,Sony,3.7,116258,4,30338.72,0.03,117714.23,Credit/Debit Card,2025-05-31,09:22:49,2025-06-01 09:22:49
6656,Customer_6656,38,Male,South India,43,Headphones,Home Appliances,Boat,4.5,333157,1,18890.54,0.08,17379.3,UPI,2025-05-31,09:22:50,2025-06-04 09:22:50
8186,Customer_8186,55,Female,South India,17,Washing Machine,Home Appliances,Samsung,4.0,698795,2,45565.85,0.28,65614.82,UPI,2025-05-31,09:22:51,2025-06-05 09:22:51
8461,Customer_8461,38,Male,West India,54,TV,Electronics,LG,4.0,141436,2,126626.63,0.06,238058.06,Credit/Debit Card,2025-05-31,09:22:52,2025-06-04 09:22:52
4401,Customer_4401,29,Female,North India,40,Refrigerator,Wearables,Sony,4.0,459050,3,97902.1,0.02,287832.17,Net Banking,2025-05-31,09:22:53,2025-06-03 09:22:53
5547,Customer_5547,41,Male,South India,58,Smartphone,Home Appliances,Xiaomi,4.9,397414,1,50814.23,0.01,50306.09,Credit/Debit Card,2025-05-31,09:22:54,2025-06-05 09:22:54
9817,Customer_9817,32,Male,South India,75,Smartwatch,Home Appliances,OnePlus,4.3,579415,1,19863.41,0.05,18870.24,Cash,2025-05-31,09:22:56,2025-06-03 09:22:56
7608,Customer_7608,55,Male,North India,31,Smartwatch,Electronics,Samsung,4.3,878180,2,19558.67,0.1,35205.61,Credit/Debit Card,2025-05-31,09:22:57,2025-06-06 09:22:57
6465,Customer_6465,50,Female,South India,52,TV,Wearables,Sony,4.1,406647,3,186113.39,0.14,480172.55,Credit/Debit Card,2025-05-31,09:22:58,2025-06-06 09:22:58
5383,Customer_5383,38,Male,North India,70,Washing Machine,Wearables,Apple,4.2,159974,3,24328.57,0.26,54009.43,Credit/Debit Card,2025-05-31,09:22:59,2025-06-05 09:22:59
7363,Customer_7363,57,Male,North India,11,Headphones,Electronics,OnePlus,4.7,534205,5,12338.34,0.18,50587.19,UPI,2025-05-31,09:23:00,2025-06-01 09:23:00
8437,Customer_8437,43,Male,West India,67,Headphones,Electronics,LG,3.6,411831,1,4267.24,0.12,3755.17,UPI,2025-05-31,09:23:01,2025-06-02 09:23:01
5371,Customer_5371,24,Male,North India,12,Refrigerator,Home Appliances,Samsung,4.1,725365,2,16784.37,0.11,29876.18,Net Banking,2025-05-31,09:23:02,2025-06-02 09:23:02
1268,Customer_1268,20,Female,West India,98,TV,Wearables,Xiaomi,4.5,522138,4,45631.59,0.22,142370.56,UPI,2025-05-31,09:23:03,2025-06-05 09:23:03
9441,Customer_9441,26,Male,South India,57,Laptop,Electronics,OnePlus,4.4,971930,3,125461.45,0.04,361328.98,Credit/Debit Card,2025-05-31,09:23:04,2025-06-06 09:23:04
3199,Customer_3199,27,Male,North India,74,Smartwatch,Electronics,Xiaomi,4.4,822304,1,38190.61,0.19,30934.39,Credit/Debit Card,2025-05-31,09:23:05,2025-06-07 09:23:05
2485,Customer_2485,58,Male,South India,25,Smartwatch,Wearables,Samsung,4.5,919638,5,36913.24,0.0,184566.2,Cash,2025-05-31,09:23:06,2025-06-03 09:23:06
8398,Customer_8398,38,Female,South India,88,Smartphone,Home Appliances,LG,4.3,357724,5,112607.18,0.16,472950.16,Net Banking,2025-05-31,09:23:07,2025-06-07 09:23:07
6114,Customer_6114,35,Female,North India,71,Smartphone,Home Appliances,Boat,4.6,959897,3,40141.28,0.08,110789.93,Net Banking,2025-05-31,09:23:08,2025-06-04 09:23:08
9613,Customer_9613,58,Male,West India,37,Headphones,Wearables,Sony,3.5,902428,3,7418.09,0.24,16913.25,Cash,2025-05-31,09:23:09,2025-06-01 09:23:09
9934,Customer_9934,54,Male,West India,45,Refrigerator,Wearables,Sony,4.1,322819,3,79598.06,0.15,202975.05,Net Banking,2025-05-31,09:23:10,2025-06-01 09:23:10
6085,Customer_6085,25,Male,East India,59,Laptop,Home Appliances,Sony,4.7,180512,5,53488.15,0.29,189882.93,Credit/Debit Card,2025-05-31,09:23:11,2025-06-07 09:23:11
5071,Customer_5071,43,Male,East India,42,Washing Machine,Wearables,Sony,4.0,707227,2,77736.8,0.01,153918.86,Net Banking,2025-05-31,09:23:12,2025-06-06 09:23:12
3192,Customer_3192,45,Female,East India,24,Laptop,Home Appliances,Boat,4.1,164032,5,131665.1,0.1,592492.95,Net Banking,2025-05-31,09:23:13,2025-06-07 09:23:13
5826,Customer_5826,42,Male,North India,55,Smartphone,Wearables,Boat,4.5,149212,3,92560.36,0.2,222144.86,Credit/Debit Card,2025-05-31,09:23:14,2025-06-07 09:23:14
5841,Customer_5841,45,Female,West India,77,Smartwatch,Electronics,Sony,3.6,744822,5,41338.51,0.03,200491.77,UPI,2025-05-31,09:23:15,2025-06-06 09:23:15
6632,Customer_6632,29,Male,West India,21,TV,Wearables,Boat,4.4,708538,5,287778.92,0.05,1366949.87,Credit/Debit Card,2025-05-31,09:23:16,2025-06-04 09:23:16
2888,Customer_2888,51,Female,South India,69,Smartwatch,Wearables,Xiaomi,3.8,518544,3,32363.08,0.25,72816.93,Net Banking,2025-05-31,09:23:17,2025-06-04 09:23:17
2204,Customer_2204,34,Male,West India,9,Laptop,Home Appliances,LG,4.8,686003,3,32723.21,0.24,74608.92,Cash,2025-05-31,09:23:18,2025-06-01 09:23:18
5767,Customer_5767,57,Male,East India,62,Refrigerator,Wearables,Apple,4.5,191638,1,88485.99,0.12,77867.67,Cash,2025-05-31,09:23:19,2025-06-01 09:23:19
8789,Customer_8789,21,Male,West India,72,TV,Electronics,Samsung,3.9,277410,5,47215.83,0.04,226635.98,Credit/Debit Card,2025-05-31,09:23:20,2025-06-04 09:23:20
3902,Customer_3902,57,Male,West India,56,Smartwatch,Home Appliances,LG,4.9,626491,3,27909.12,0.2,66981.89,Net Banking,2025-05-31,09:23:21,2025-06-01 09:23:21
4988,Customer_4988,27,Male,East India,65,Laptop,Home Appliances,LG,4.2,646381,3,147769.72,0.07,412277.52,Net Banking,2025-05-31,09:23:22,2025-06-06 09:23:22
1954,Customer_1954,42,Male,West India,23,Smartwatch,Wearables,OnePlus,4.8,370011,1,35805.02,0.15,30434.27,Cash,2025-05-31,09:23:23,2025-06-07 09:23:23
7584,Customer_7584,30,Female,West India,36,TV,Home Appliances,Apple,3.7,100020,1,198864.4,0.18,163068.81,Cash,2025-05-31,09:23:24,2025-06-03 09:23:24
7076,Customer_7076,59,Female,South India,49,Headphones,Wearables,Boat,4.3,646775,2,4123.45,0.28,5937.77,UPI,2025-05-31,09:23:25,2025-06-05 09:23:25
9738,Customer_9738,31,Female,West India,100,Headphones,Home Appliances,OnePlus,4.6,575704,5,26772.7,0.19,108429.44,Cash,2025-05-31,09:23:26,2025-06-03 09:23:26
1795,Customer_1795,52,Male,West India,53,Smartwatch,Wearables,Boat,4.7,595317,4,32533.25,0.19,105407.73,Cash,2025-05-31,09:23:27,2025-06-04 09:23:27
2236,Customer_2236,33,Male,West India,61,Smartwatch,Wearables,Apple,4.8,854277,3,17757.81,0.11,47413.35,Cash,2025-05-31,09:23:28,2025-06-03 09:23:28
7542,Customer_7542,25,Male,East India,83,Headphones,Home Appliances,Samsung,4.6,273575,4,27245.4,0.08,100263.07,UPI,2025-05-31,09:23:29,2025-06-03 09:23:29
2055,Customer_2055,37,Female,West India,34,Washing Machine,Electronics,Apple,3.6,182279,3,47771.24,0.06,134714.9,Credit/Debit Card,2025-05-31,09:23:30,2025-06-07 09:23:30
4125,Customer_4125,46,Female,West India,22,Smartphone,Home Appliances,OnePlus,4.8,884172,3,29769.35,0.17,74125.68,Credit/Debit Card,2025-05-31,09:23:31,2025-06-01 09:23:31
5262,Customer_5262,58,Female,West India,9,Smartwatch,Home Appliances,Boat,3.7,226994,2,47701.99,0.27,69644.91,UPI,2025-05-31,09:23:32,2025-06-01 09:23:32
1384,Customer_1384,50,Male,South India,22,Refrigerator,Electronics,Sony,4.7,511207,2,42640.85,0.28,61402.82,Credit/Debit Card,2025-05-31,09:23:33,2025-06-06 09:23:33
6493,Customer_6493,19,Male,North India,2,Refrigerator,Electronics,LG,4.8,666276,5,92047.55,0.24,349780.69,Cash,2025-05-31,09:23:34,2025-06-04 09:23:34
4832,Customer_4832,26,Female,West India,13,Laptop,Home Appliances,OnePlus,3.5,548594,2,84179.24,0.21,133003.2,UPI,2025-05-31,09:23:35,2025-06-02 09:23:35
3052,Customer_3052,31,Female,East India,71,Washing Machine,Wearables,Boat,4.7,681592,1,47215.62,0.12,41549.75,Net Banking,2025-05-31,09:23:36,2025-06-06 09:23:36
9798,Customer_9798,34,Female,South India,11,Laptop,Wearables,Samsung,4.6,621592,1,191079.2,0.06,179614.45,Net Banking,2025-05-31,09:23:37,2025-06-05 09:23:37
9195,Customer_9195,54,Male,South India,6,Refrigerator,Wearables,OnePlus,4.4,741762,1,64091.64,0.2,51273.31,Credit/Debit Card,2025-05-31,09:23:38,2025-06-06 09:23:38
7721,Customer_7721,46,Male,West India,43,Headphones,Home Appliances,LG,4.0,107873,3,16106.83,0.06,45421.26,Cash,2025-05-31,09:23:39,2025-06-02 09:23:39
8480,Customer_8480,36,Male,East India,25,Refrigerator,Home Appliances,LG,4.4,605953,1,92779.32,0.0,92779.32,Credit/Debit Card,2025-05-31,09:23:40,2025-06-01 09:23:40
5406,Customer_5406,27,Female,West India,60,TV,Electronics,LG,3.6,267560,4,266573.59,0.29,757069.0,UPI,2025-05-31,09:23:42,2025-06-06 09:23:42
8887,Customer_8887,57,Female,South India,35,Washing Machine,Home Appliances,Xiaomi,4.2,498468,2,54694.25,0.0,109388.5,Credit/Debit Card,2025-05-31,09:23:43,2025-06-03 09:23:43
1940,Customer_1940,26,Female,North India,100,Refrigerator,Electronics,OnePlus,4.9,584888,4,74619.0,0.24,226841.76,UPI,2025-05-31,09:23:44,2025-06-03 09:23:44
5041,Customer_5041,38,Male,North India,66,Smartwatch,Wearables,OnePlus,3.8,370371,4,4790.06,0.01,18968.64,UPI,2025-05-31,09:23:45,2025-06-06 09:23:45
7241,Customer_7241,33,Female,East India,73,TV,Wearables,Sony,4.6,232424,3,237567.13,0.27,520272.01,Cash,2025-05-31,09:23:46,2025-06-01 09:23:46
9684,Customer_9684,25,Male,East India,64,Laptop,Home Appliances,Sony,3.6,628194,5,83688.74,0.02,410074.83,UPI,2025-05-31,09:23:47,2025-06-07 09:23:47
1446,Customer_1446,18,Male,South India,96,Smartwatch,Electronics,Boat,4.3,669207,3,42559.35,0.18,104696.0,UPI,2025-05-31,09:23:48,2025-06-05 09:23:48
1605,Customer_1605,47,Male,North India,61,Laptop,Home Appliances,LG,3.5,160450,3,197789.37,0.03,575567.07,Net Banking,2025-05-31,09:23:49,2025-06-07 09:23:49
1728,Customer_1728,23,Male,West India,35,Smartwatch,Electronics,Apple,4.9,645759,3,7294.8,0.26,16194.46,Cash,2025-05-31,09:23:50,2025-06-06 09:23:50
3795,Customer_3795,51,Female,South India,11,Refrigerator,Wearables,Boat,4.5,784602,1,97363.58,0.04,93469.04,UPI,2025-05-31,09:23:51,2025-06-06 09:23:51
6683,Customer_6683,54,Female,West India,96,Smartwatch,Electronics,Sony,4.6,542735,3,24015.44,0.06,67723.54,Cash,2025-05-31,09:23:52,2025-06-07 09:23:52
9779,Customer_9779,27,Male,North India,46,Smartwatch,Home Appliances,LG,4.0,979903,1,4761.13,0.28,3428.01,Net Banking,2025-05-31,09:23:53,2025-06-06 09:23:53
8521,Customer_8521,33,Female,North India,16,Smartwatch,Electronics,Apple,4.0,535102,2,6108.81,0.24,9285.39,Credit/Debit Card,2025-05-31,09:23:54,2025-06-04 09:23:54
4252,Customer_4252,34,Male,North India,24,Smartphone,Home Appliances,Samsung,4.0,832138,2,9898.46,0.29,14055.81,Net Banking,2025-05-31,09:23:55,2025-06-04 09:23:55
5312,Customer_5312,27,Female,North India,4,Smartphone,Electronics,Apple,4.6,549965,4,45834.47,0.15,155837.2,Net Banking,2025-05-31,09:23:56,2025-06-01 09:23:56
7723,Customer_7723,54,Male,West India,17,Smartwatch,Wearables,LG,3.5,449666,5,17652.27,0.28,63548.17,Credit/Debit Card,2025-05-31,09:23:57,2025-06-02 09:23:57
3241,Customer_3241,52,Male,East India,75,Laptop,Electronics,Sony,4.4,479938,5,168664.9,0.17,699959.33,UPI,2025-05-31,09:23:58,2025-06-02 09:23:58
9496,Customer_9496,53,Female,South India,51,Smartphone,Wearables,Sony,4.4,778742,2,135077.46,0.19,218825.49,UPI,2025-05-31,09:23:59,2025-06-06 09:23:59
6666,Customer_6666,31,Female,North India,91,Refrigerator,Wearables,OnePlus,4.3,358584,3,61556.4,0.15,156968.82,Net Banking,2025-05-31,09:24:00,2025-06-02 09:24:00
5607,Customer_5607,24,Female,West India,81,Smartphone,Home Appliances,OnePlus,4.4,576669,1,108037.31,0.2,86429.85,UPI,2025-05-31,09:24:01,2025-06-04 09:24:01
3424,Customer_3424,54,Female,South India,51,Headphones,Home Appliances,Samsung,4.0,176983,2,18131.77,0.06,34087.73,Credit/Debit Card,2025-05-31,09:24:02,2025-06-05 09:24:02
7300,Customer_7300,52,Male,South India,50,Laptop,Wearables,LG,4.9,580442,3,115577.32,0.12,305124.12,Net Banking,2025-05-31,09:24:03,2025-06-06 09:24:03
7845,Customer_7845,52,Female,North India,54,Washing Machine,Electronics,LG,4.1,123924,3,76583.25,0.04,220559.76,UPI,2025-05-31,09:24:04,2025-06-01 09:24:04
1295,Customer_1295,44,Female,West India,6,Smartwatch,Electronics,Xiaomi,4.2,952621,2,48043.72,0.01,95126.57,Net Banking,2025-05-31,09:24:05,2025-06-04 09:24:05
1754,Customer_1754,27,Male,East India,69,Laptop,Electronics,LG,4.4,586474,5,156545.56,0.17,649664.07,Net Banking,2025-05-31,09:24:06,2025-06-05 09:24:06
1443,Customer_1443,19,Male,East India,59,Washing Machine,Home Appliances,OnePlus,4.8,850878,4,22615.47,0.12,79606.45,UPI,2025-05-31,09:24:07,2025-06-04 09:24:07
9426,Customer_9426,20,Female,West India,13,Headphones,Electronics,Boat,4.7,979623,5,21886.48,0.04,105055.1,UPI,2025-05-31,09:24:08,2025-06-07 09:24:08
9930,Customer_9930,27,Male,North India,18,Smartwatch,Home Appliances,LG,4.7,299400,3,26682.88,0.24,60836.97,Cash,2025-05-31,09:24:09,2025-06-02 09:24:09
5355,Customer_5355,24,Male,East India,83,Smartphone,Electronics,Samsung,4.4,922478,3,85165.42,0.26,189067.23,Cash,2025-05-31,09:24:10,2025-06-03 09:24:10
7050,Customer_7050,37,Female,North India,31,TV,Home Appliances,Apple,4.2,523200,3,116962.27,0.17,291236.05,Net Banking,2025-05-31,09:24:11,2025-06-01 09:24:11
7464,Customer_7464,19,Female,West India,74,Laptop,Wearables,LG,3.6,692443,1,34033.03,0.04,32671.71,Credit/Debit Card,2025-05-31,09:24:12,2025-06-01 09:24:12
8485,Customer_8485,42,Female,South India,28,Smartphone,Home Appliances,LG,4.3,181063,5,8426.42,0.14,36233.61,UPI,2025-05-31,09:24:13,2025-06-05 09:24:13
6242,Customer_6242,32,Male,West India,1,Smartphone,Home Appliances,Boat,4.8,615838,3,94310.11,0.07,263125.21,Net Banking,2025-05-31,09:24:14,2025-06-03 09:24:14
8397,Customer_8397,42,Male,West India,74,Smartphone,Wearables,OnePlus,4.7,298842,5,65237.17,0.08,300090.98,Net Banking,2025-05-31,09:24:15,2025-06-03 09:24:15
3240,Customer_3240,22,Male,North India,33,Smartphone,Electronics,Boat,4.0,814032,4,30885.96,0.25,92657.88,Net Banking,2025-05-31,09:24:16,2025-06-07 09:24:16
3735,Customer_3735,45,Female,North India,12,Smartwatch,Electronics,Boat,5.0,251295,4,39793.61,0.02,155990.95,UPI,2025-05-31,09:24:17,2025-06-02 09:24:17
5973,Customer_5973,44,Female,West India,78,Washing Machine,Home Appliances,Sony,4.9,373350,1,54305.93,0.11,48332.28,UPI,2025-05-31,09:24:18,2025-06-06 09:24:18
1335,Customer_1335,50,Female,East India,71,Refrigerator,Wearables,Sony,3.5,262090,1,86056.52,0.14,74008.61,Net Banking,2025-05-31,09:24:19,2025-06-06 09:24:19
8357,Customer_8357,46,Female,East India,5,Washing Machine,Wearables,OnePlus,4.2,167598,1,52468.73,0.23,40400.92,Credit/Debit Card,2025-05-31,09:24:20,2025-06-02 09:24:20
5432,Customer_5432,30,Male,South India,70,TV,Electronics,Boat,4.6,186852,3,135416.11,0.22,316873.7,Net Banking,2025-05-31,09:24:21,2025-06-01 09:24:21
1345,Customer_1345,59,Female,East India,5,Washing Machine,Wearables,Samsung,4.9,678126,3,58144.76,0.25,130825.71,Cash,2025-05-31,09:24:22,2025-06-05 09:24:22
9383,Customer_9383,19,Male,West India,5,Refrigerator,Electronics,Boat,3.6,147995,3,74574.45,0.06,210299.95,Net Banking,2025-05-31,09:24:23,2025-06-04 09:24:23
8667,Customer_8667,42,Male,South India,34,Smartwatch,Electronics,OnePlus,4.1,541550,2,13312.04,0.05,25292.88,Cash,2025-05-31,09:24:24,2025-06-07 09:24:24
9275,Customer_9275,30,Male,East India,52,Washing Machine,Wearables,Samsung,4.8,765206,3,62349.6,0.07,173955.38,UPI,2025-05-31,09:24:25,2025-06-04 09:24:25
2293,Customer_2293,23,Female,North India,91,TV,Home Appliances,Sony,4.6,789064,5,272721.15,0.17,1131792.77,UPI,2025-05-31,09:24:26,2025-06-07 09:24:26
6730,Customer_6730,27,Female,West India,43,Laptop,Home Appliances,LG,4.2,983111,4,46096.17,0.15,156726.98,UPI,2025-05-31,09:24:27,2025-06-04 09:24:27
1432,Customer_1432,44,Female,East India,81,Washing Machine,Electronics,Boat,4.2,463472,4,27046.46,0.02,106022.12,Cash,2025-05-31,09:24:28,2025-06-07 09:24:28
8947,Customer_8947,31,Female,West India,34,Washing Machine,Wearables,LG,4.4,588769,2,66112.24,0.14,113713.05,Cash,2025-05-31,09:24:29,2025-06-06 09:24:29
6892,Customer_6892,42,Male,South India,54,Laptop,Home Appliances,Xiaomi,4.5,472463,1,34357.22,0.23,26455.06,UPI,2025-05-31,09:24:30,2025-06-05 09:24:30
6477,Customer_6477,37,Female,South India,26,Refrigerator,Electronics,Apple,3.7,807586,5,17510.86,0.13,76172.24,Credit/Debit Card,2025-05-31,09:24:31,2025-06-01 09:24:31
9154,Customer_9154,32,Male,West India,88,Headphones,Electronics,OnePlus,4.5,627842,4,909.61,0.29,2583.29,UPI,2025-05-31,09:24:32,2025-06-06 09:24:32
3285,Customer_3285,22,Female,North India,57,Smartphone,Home Appliances,Xiaomi,3.6,372875,1,51712.16,0.2,41369.73,UPI,2025-05-31,09:24:33,2025-06-07 09:24:33
5013,Customer_5013,58,Male,East India,49,Refrigerator,Electronics,LG,3.9,101607,2,69978.33,0.16,117563.59,Cash,2025-05-31,09:24:34,2025-06-06 09:24:34
5272,Customer_5272,57,Female,South India,51,TV,Wearables,Samsung,3.9,513379,1,18267.6,0.17,15162.11,Credit/Debit Card,2025-05-31,09:24:35,2025-06-02 09:24:35
1791,Customer_1791,51,Female,East India,43,Smartwatch,Home Appliances,OnePlus,5.0,614241,3,9410.25,0.15,23996.14,Cash,2025-05-31,09:24:36,2025-06-02 09:24:36
1745,Customer_1745,43,Female,East India,36,Smartwatch,Electronics,Samsung,4.8,266947,2,6040.57,0.23,9302.48,UPI,2025-05-31,09:24:37,2025-06-07 09:24:37
2084,Customer_2084,36,Male,South India,99,Washing Machine,Wearables,Samsung,4.6,582984,4,35916.31,0.14,123552.11,Credit/Debit Card,2025-05-31,09:24:38,2025-06-06 09:24:38
8553,Customer_8553,52,Male,East India,19,Headphones,Electronics,Samsung,4.4,300790,4,25991.87,0.01,102927.81,Cash,2025-05-31,09:24:39,2025-06-07 09:24:39
8210,Customer_8210,37,Male,East India,7,Laptop,Home Appliances,Apple,4.2,749656,4,48972.26,0.11,174341.25,UPI,2025-05-31,09:24:40,2025-06-01 09:24:40
1859,Customer_1859,26,Male,West India,73,Smartwatch,Electronics,Samsung,4.6,164755,5,42912.89,0.27,156632.05,UPI,2025-05-31,09:24:41,2025-06-03 09:24:41
2968,Customer_2968,48,Male,North India,1,Laptop,Home Appliances,Samsung,4.6,978176,4,72177.92,0.05,274276.1,Cash,2025-05-31,09:24:43,2025-06-05 09:24:43
8742,Customer_8742,27,Male,South India,31,Smartwatch,Electronics,Samsung,4.2,122783,2,20916.01,0.07,38903.78,Cash,2025-05-31,09:24:44,2025-06-05 09:24:44
2906,Customer_2906,55,Male,South India,74,Smartphone,Wearables,Xiaomi,4.4,116480,2,16763.64,0.28,24139.64,Cash,2025-05-31,09:24:45,2025-06-07 09:24:45
8749,Customer_8749,26,Female,West India,3,TV,Wearables,Samsung,4.8,355993,5,282929.58,0.01,1400501.42,Credit/Debit Card,2025-05-31,09:24:46,2025-06-03 09:24:46
6790,Customer_6790,53,Male,North India,88,Smartphone,Wearables,Xiaomi,4.2,349538,2,100794.42,0.3,141112.19,Net Banking,2025-05-31,09:24:47,2025-06-03 09:24:47
7740,Customer_7740,56,Male,West India,83,Laptop,Home Appliances,Boat,4.9,416396,5,61349.85,0.26,226994.45,Net Banking,2025-05-31,09:24:48,2025-06-07 09:24:48
3160,Customer_3160,42,Male,West India,77,TV,Home Appliances,Apple,4.0,631995,4,24003.3,0.26,71049.77,Cash,2025-05-31,09:24:49,2025-06-06 09:24:49
5689,Customer_5689,51,Female,West India,61,TV,Wearables,LG,5.0,357753,5,28892.38,0.01,143017.28,Credit/Debit Card,2025-05-31,09:24:50,2025-06-07 09:24:50
4015,Customer_4015,56,Female,West India,12,Refrigerator,Home Appliances,Apple,3.6,217085,5,84877.71,0.15,360730.27,Credit/Debit Card,2025-05-31,09:24:51,2025-06-01 09:24:51
8488,Customer_8488,22,Female,South India,85,Laptop,Electronics,Boat,4.7,863619,2,102841.16,0.05,195398.2,Cash,2025-05-31,09:24:52,2025-06-01 09:24:52
1643,Customer_1643,57,Female,West India,67,Refrigerator,Home Appliances,LG,3.9,608326,3,59760.93,0.28,129083.61,Net Banking,2025-05-31,09:24:53,2025-06-04 09:24:53
7940,Customer_7940,22,Male,North India,28,Headphones,Electronics,Xiaomi,5.0,852648,1,10044.7,0.01,9944.25,Credit/Debit Card,2025-05-31,09:24:54,2025-06-03 09:24:54
8769,Customer_8769,18,Female,West India,72,Refrigerator,Home Appliances,LG,4.0,435982,5,95581.07,0.16,401440.49,Credit/Debit Card,2025-05-31,09:24:55,2025-06-02 09:24:55
5559,Customer_5559,47,Male,North India,89,Washing Machine,Home Appliances,Xiaomi,4.4,316580,1,26958.37,0.3,18870.86,UPI,2025-05-31,09:24:56,2025-06-06 09:24:56
9550,Customer_9550,38,Male,West India,74,Smartwatch,Home Appliances,Boat,4.7,405816,4,38593.63,0.29,109605.91,UPI,2025-05-31,09:24:57,2025-06-03 09:24:57
3583,Customer_3583,44,Male,South India,62,Headphones,Home Appliances,Apple,4.4,456327,4,15280.37,0.25,45841.11,Credit/Debit Card,2025-05-31,09:24:58,2025-06-04 09:24:58
6676,Customer_6676,25,Female,East India,4,Washing Machine,Home Appliances,OnePlus,4.7,167686,5,15797.98,0.09,71880.81,Credit/Debit Card,2025-05-31,09:24:59,2025-06-06 09:24:59
2358,Customer_2358,24,Female,North India,8,Headphones,Electronics,Boat,4.1,394062,5,15183.35,0.01,75157.58,Cash,2025-05-31,09:25:00,2025-06-05 09:25:00
4197,Customer_4197,53,Female,East India,35,Smartphone,Electronics,Sony,4.6,811631,5,36299.66,0.02,177868.33,Credit/Debit Card,2025-05-31,09:25:01,2025-06-01 09:25:01
1788,Customer_1788,45,Female,South India,17,Smartphone,Electronics,OnePlus,4.0,881054,4,81065.75,0.08,298321.96,Net Banking,2025-05-31,09:25:02,2025-06-04 09:25:02
1860,Customer_1860,49,Male,East India,98,Washing Machine,Wearables,Apple,4.9,622840,3,19163.79,0.03,55766.63,Net Banking,2025-05-31,09:25:03,2025-06-07 09:25:03
2296,Customer_2296,48,Male,South India,50,TV,Wearables,Xiaomi,4.6,431442,5,39209.06,0.3,137231.71,UPI,2025-05-31,09:25:04,2025-06-03 09:25:04
8244,Customer_8244,59,Male,West India,33,TV,Home Appliances,Samsung,3.9,915503,5,90366.48,0.07,420204.13,UPI,2025-05-31,09:25:05,2025-06-05 09:25:05
4352,Customer_4352,49,Female,West India,1,Washing Machine,Wearables,LG,4.5,536164,2,74410.96,0.04,142869.04,UPI,2025-05-31,09:25:06,2025-06-04 09:25:06
4818,Customer_4818,41,Male,West India,21,Headphones,Wearables,OnePlus,4.3,408990,2,1766.27,0.1,3179.29,UPI,2025-05-31,09:25:07,2025-06-02 09:25:07
2886,Customer_2886,33,Male,West India,73,TV,Wearables,Boat,4.1,857136,3,58586.69,0.1,158184.06,Net Banking,2025-05-31,09:25:08,2025-06-05 09:25:08
6057,Customer_6057,33,Male,North India,63,Laptop,Electronics,Boat,4.4,888927,1,156092.88,0.06,146727.31,Cash,2025-05-31,09:25:09,2025-06-03 09:25:09
9772,Customer_9772,30,Female,North India,41,Refrigerator,Electronics,Xiaomi,4.4,537202,2,30999.23,0.29,44018.91,Cash,2025-05-31,09:25:10,2025-06-01 09:25:10
3834,Customer_3834,36,Female,East India,20,Headphones,Electronics,Boat,4.7,451913,4,19343.34,0.3,54161.35,Net Banking,2025-05-31,09:25:11,2025-06-06 09:25:11
9398,Customer_9398,19,Female,North India,71,Laptop,Electronics,Boat,4.3,652072,3,80562.38,0.27,176431.61,Net Banking,2025-05-31,09:25:12,2025-06-01 09:25:12
2109,Customer_2109,41,Male,North India,87,Laptop,Home Appliances,LG,3.6,492496,4,65610.58,0.13,228324.82,Net Banking,2025-05-31,09:25:13,2025-06-06 09:25:13
3511,Customer_3511,35,Male,West India,56,Smartphone,Wearables,Samsung,4.4,292435,4,147842.11,0.22,461267.38,Net Banking,2025-05-31,09:25:15,2025-06-03 09:25:15
2987,Customer_2987,22,Male,South India,69,Refrigerator,Electronics,LG,4.0,206869,5,45624.68,0.27,166530.08,Credit/Debit Card,2025-05-31,09:25:16,2025-06-03 09:25:16
7838,Customer_7838,59,Male,East India,14,Refrigerator,Home Appliances,OnePlus,4.6,820356,2,98962.9,0.0,197925.8,Net Banking,2025-05-31,09:25:17,2025-06-05 09:25:17
9438,Customer_9438,50,Female,West India,71,TV,Electronics,Xiaomi,4.3,292461,4,233642.04,0.15,794382.94,Credit/Debit Card,2025-05-31,09:25:18,2025-06-05 09:25:18
